hrs_Studied,prev_score,sleep,sample_practiced,extra_Curr,Result,
6,81,4,7,No,69,
9,40,5,1,Yes,38,
3,71,5,1,No,50,
1,59,7,0,No,33,
1,93,5,9,Yes,69,
3,86,5,1,Yes,63,
5,75,6,6,Yes,59,
3,78,6,2,No,54,
9,69,6,3,Yes,65,
8,46,6,3,Yes,41,
3,61,6,3,No,41,
9,96,9,1,Yes,94,
6,89,4,5,Yes,80,
7,84,7,0,No,74,
4,49,8,4,No,33,
4,95,9,1,No,78,
2,47,6,8,No,21,
5,66,7,1,No,49,
8,49,8,5,Yes,43,
7,53,5,3,No,40,
7,85,9,5,No,77,
6,98,5,1,No,84,
3,91,7,1,Yes,74,
5,93,4,6,Yes,78,
1,50,4,2,Yes,21,
7,45,7,2,Yes,34,
9,60,4,6,No,54,
1,72,4,7,No,47,
2,58,5,6,No,36,
3,78,4,2,Yes,53,
3,63,4,2,No,45,
8,57,7,6,Yes,52,
7,74,4,2,Yes,66,
6,91,9,1,Yes,79,
4,82,6,6,No,63,
9,76,6,2,No,72,
1,58,7,4,No,33,
2,92,6,6,No,70,
4,63,5,1,Yes,47,
3,95,9,7,No,73,
1,73,9,1,Yes,50,
5,61,7,3,Yes,48,
7,43,4,3,Yes,33,
2,96,6,7,Yes,72,
5,49,5,0,Yes,31,
6,41,7,8,Yes,32,
7,47,7,5,Yes,34,
1,72,4,3,No,41,
7,98,8,5,No,91,
4,77,6,5,Yes,61,
8,82,5,8,No,75,
4,98,7,3,No,80,
6,67,6,7,No,57,
9,49,5,0,No,46,
5,84,9,5,Yes,71,
4,40,9,4,No,21,
8,73,5,2,Yes,69,
9,42,9,3,Yes,37,
4,48,7,7,No,32,
3,44,6,9,No,26,
8,81,5,1,Yes,74,
5,49,7,7,Yes,34,
2,51,6,6,No,24,
9,57,6,0,No,53,
3,97,7,1,Yes,74,
2,60,6,6,No,37,
1,60,8,2,Yes,31,
8,40,5,1,Yes,29,
3,42,5,0,Yes,21,
7,44,6,6,Yes,37,
1,64,7,2,No,37,
1,97,4,5,Yes,73,
9,88,9,9,Yes,87,
8,47,6,7,No,45,
3,56,4,5,No,32,
6,48,6,6,Yes,35,
3,71,4,5,No,52,
4,45,6,6,No,27,
1,88,7,4,Yes,65,
5,79,9,8,No,64,
1,60,4,2,No,30,
1,46,8,5,No,22,
7,46,7,8,No,35,
6,86,9,0,No,72,
2,78,6,4,Yes,55,
2,93,4,3,No,71,
7,66,9,8,Yes,60,
1,47,5,0,Yes,19,
2,48,7,3,No,25,
8,67,4,0,No,55,
6,54,7,2,No,41,
2,41,4,3,No,17,
7,46,5,0,No,36,
4,86,8,4,No,71,
2,57,5,5,No,35,
6,61,6,0,No,48,
9,89,7,9,No,82,
9,49,8,9,No,48,
8,93,7,3,No,86,
3,89,9,3,No,69,
3,72,4,0,Yes,50,
2,46,6,1,No,22,
5,42,6,9,Yes,25,
4,53,7,4,Yes,33,
7,83,6,1,No,71,
4,85,7,2,Yes,70,
9,75,4,8,No,71,
2,52,4,4,No,28,
6,55,7,0,Yes,44,
7,55,5,4,No,46,
4,93,5,2,Yes,76,
6,44,4,0,Yes,29,
7,91,8,2,No,84,
4,64,5,5,Yes,47,
8,77,7,9,Yes,70,
9,77,4,4,No,73,
1,89,6,0,Yes,63,
7,77,6,1,No,68,
9,78,5,4,No,74,
5,95,8,8,No,82,
2,95,9,4,No,77,
6,87,5,4,Yes,77,
7,80,8,0,No,71,
2,65,5,4,Yes,39,
2,98,6,7,Yes,77,
1,52,8,8,No,25,
4,83,6,9,No,63,
7,90,7,2,No,80,
9,65,7,3,Yes,62,
3,94,4,6,No,75,
7,94,6,6,Yes,88,
7,40,6,0,No,31,
7,47,4,5,No,36,
2,43,7,8,Yes,21,
6,60,7,4,Yes,50,
2,61,8,7,No,40,
6,90,8,9,No,81,
3,92,9,8,No,75,
2,97,7,9,Yes,76,
6,76,9,9,No,66,
2,88,5,2,No,59,
5,42,6,0,Yes,26,
2,58,8,1,No,33,
3,40,5,4,Yes,19,
3,68,8,9,Yes,49,
6,62,4,6,No,50,
6,72,6,5,No,56,
3,94,9,3,Yes,74,
3,91,9,8,Yes,72,
1,80,8,3,No,53,
7,62,7,2,Yes,60,
8,44,9,4,Yes,35,
2,46,4,3,No,22,
4,96,4,1,Yes,80,
7,97,7,2,Yes,88,
8,45,4,6,Yes,39,
1,88,6,1,Yes,63,
4,61,8,0,Yes,44,
6,88,4,1,Yes,72,
3,52,6,7,No,33,
5,51,7,7,No,39,
9,43,8,9,No,45,
3,47,7,1,No,23,
5,76,8,5,Yes,63,
8,70,4,6,No,63,
6,76,4,0,Yes,63,
4,84,8,6,No,64,
8,65,6,7,Yes,62,
3,82,6,8,No,64,
3,47,6,7,Yes,28,
4,79,5,2,No,60,
9,72,9,7,No,70,
5,84,9,2,No,70,
8,68,9,5,No,60,
6,44,6,3,No,33,
3,67,4,6,Yes,46,
8,92,5,7,No,88,
9,79,6,9,Yes,78,
8,56,4,5,No,47,
4,94,5,9,No,75,
6,62,4,3,No,51,
1,84,8,7,Yes,61,
4,48,4,6,No,29,
8,41,5,9,No,36,
1,71,6,7,Yes,44,
3,90,9,9,Yes,75,
1,91,5,6,Yes,63,
9,88,6,2,Yes,85,
2,70,6,2,No,46,
9,46,7,8,Yes,44,
4,69,8,6,Yes,55,
2,97,7,0,No,76,
4,42,9,2,Yes,25,
6,90,5,0,Yes,74,
7,90,7,5,Yes,79,
3,95,9,1,No,75,
3,48,6,6,Yes,28,
8,49,5,7,Yes,44,
5,85,7,5,Yes,72,
4,89,4,4,No,72,
7,97,9,9,No,94,
7,86,9,3,Yes,79,
9,65,8,8,No,64,
9,40,4,7,Yes,35,
5,69,5,4,No,54,
8,96,7,0,No,90,
1,77,6,7,Yes,52,
9,54,7,7,Yes,50,
8,64,5,6,Yes,58,
6,45,5,6,No,33,
3,57,5,7,Yes,38,
3,40,5,0,No,17,
8,95,9,2,No,90,
5,42,7,3,Yes,32,
7,56,4,5,No,46,
5,87,6,9,No,76,
8,47,6,9,Yes,45,
4,99,8,8,No,81,
2,88,9,3,No,66,
3,79,5,5,Yes,59,
8,56,5,8,Yes,54,
7,64,5,8,Yes,59,
2,80,9,5,No,55,
6,51,4,4,No,36,
9,68,5,2,No,66,
4,64,8,4,Yes,47,
9,90,8,2,No,89,
2,75,4,4,No,50,
2,92,9,9,No,69,
9,93,5,9,Yes,94,
7,64,7,0,Yes,54,
7,68,7,5,Yes,60,
1,50,6,6,No,22,
6,99,4,1,No,84,
7,43,7,2,Yes,34,
6,53,6,9,Yes,40,
6,85,8,8,No,78,
2,77,6,7,Yes,56,
6,56,5,3,No,45,
4,41,5,7,Yes,23,
9,47,8,7,Yes,45,
1,75,4,5,Yes,50,
8,49,9,0,No,37,
5,46,5,1,Yes,29,
1,75,5,3,No,44,
4,55,6,3,Yes,38,
1,53,6,1,Yes,24,
6,55,6,8,No,43,
2,64,7,1,No,39,
5,80,8,5,Yes,70,
7,43,4,4,No,37,
2,68,6,3,Yes,47,
6,95,4,5,No,85,
6,45,6,3,No,32,
5,40,5,8,Yes,24,
5,78,4,9,Yes,60,
3,40,7,6,No,20,
2,90,6,2,No,66,
7,79,9,9,Yes,74,
1,96,8,3,No,70,
6,42,5,0,No,25,
6,40,6,5,No,25,
3,40,4,1,No,20,
2,78,6,3,Yes,59,
2,60,5,4,Yes,33,
9,84,8,7,No,81,
5,69,8,2,No,51,
7,71,8,5,Yes,64,
5,72,9,0,No,58,
7,87,5,8,No,78,
4,61,9,0,No,43,
8,69,9,1,No,64,
7,93,6,0,No,85,
5,85,5,7,Yes,73,
6,43,5,3,No,32,
5,62,6,1,No,46,
7,94,7,6,No,85,
2,83,9,7,Yes,64,
5,64,8,8,No,50,
3,51,4,4,No,29,
9,56,9,2,Yes,53,
6,92,4,0,Yes,83,
3,54,6,7,Yes,36,
7,49,4,5,Yes,37,
4,74,7,4,No,57,
3,94,5,6,No,75,
8,91,8,4,No,84,
4,91,4,3,Yes,74,
1,68,4,4,No,40,
6,51,6,6,Yes,37,
1,40,6,5,Yes,11,
5,40,5,9,No,28,
7,49,8,9,Yes,40,
6,57,4,8,Yes,47,
2,86,5,9,No,65,
4,41,8,1,No,22,
2,88,5,6,Yes,66,
1,47,4,0,No,19,
3,61,6,7,No,43,
3,61,6,3,Yes,41,
7,65,6,7,Yes,56,
1,65,7,7,No,42,
9,48,5,3,No,45,
6,60,4,3,Yes,46,
4,70,5,4,No,51,
3,91,6,6,Yes,74,
3,82,9,5,Yes,67,
2,45,9,0,No,21,
2,95,5,5,No,73,
5,53,8,2,No,39,
9,72,9,8,No,69,
2,46,9,2,No,24,
2,63,5,8,Yes,36,
6,48,7,4,No,38,
2,50,7,9,Yes,29,
4,95,6,7,No,72,
6,62,4,8,Yes,48,
5,87,8,8,No,71,
1,90,4,6,No,61,
6,41,4,9,Yes,29,
1,54,8,0,No,31,
3,74,7,7,No,56,
5,75,9,6,Yes,62,
5,91,6,3,Yes,78,
6,93,5,5,Yes,83,
8,67,7,9,No,65,
5,78,6,1,Yes,65,
1,83,9,3,Yes,59,
5,43,7,7,No,26,
3,49,8,3,No,32,
4,45,4,9,No,27,
8,96,8,3,No,89,
7,69,9,3,No,57,
5,93,5,9,No,77,
2,85,8,8,Yes,65,
6,74,9,1,Yes,63,
6,88,4,6,No,78,
6,82,7,2,Yes,74,
9,49,6,3,Yes,41,
8,97,9,0,Yes,90,
8,92,9,2,Yes,88,
1,71,5,1,No,47,
5,81,7,9,No,66,
7,81,9,6,Yes,75,
6,42,9,5,No,29,
5,95,6,0,Yes,80,
8,65,4,7,Yes,59,
3,54,8,8,No,34,
6,56,7,0,Yes,47,
5,66,6,4,No,53,
8,57,6,6,No,50,
4,90,8,1,No,72,
8,58,7,5,No,54,
2,51,7,7,No,28,
9,63,4,7,No,59,
9,44,7,9,No,40,
6,63,9,9,No,55,
4,66,8,7,No,49,
4,87,7,5,Yes,70,
6,69,4,5,No,57,
5,54,6,2,Yes,39,
6,86,9,1,No,75,
7,98,7,4,Yes,87,
7,77,8,8,No,70,
9,83,7,3,No,76,
8,73,5,4,No,68,
6,66,4,5,Yes,53,
6,59,6,5,Yes,48,
5,80,5,3,No,63,
1,71,8,3,Yes,47,
9,43,7,7,No,38,
9,44,4,4,Yes,43,
9,92,9,4,Yes,90,
8,97,7,8,Yes,95,
3,47,7,3,No,24,
1,61,7,6,Yes,35,
8,81,9,4,Yes,75,
7,46,7,8,No,37,
5,61,4,7,No,46,
7,85,9,7,Yes,80,
4,69,9,9,Yes,55,
9,76,5,9,No,71,
2,55,8,2,No,32,
9,54,9,8,No,51,
9,44,5,7,No,43,
5,42,4,2,No,23,
1,62,8,9,Yes,37,
7,49,9,0,No,40,
4,44,6,4,No,24,
9,62,5,3,Yes,60,
6,54,4,7,No,44,
3,57,4,5,No,34,
6,64,4,9,No,51,
6,47,8,4,Yes,39,
5,70,7,8,No,57,
2,60,6,5,No,36,
2,41,8,2,No,16,
7,61,8,5,No,52,
2,47,9,3,Yes,25,
6,62,5,4,Yes,51,
5,71,6,5,No,56,
4,47,4,8,No,27,
7,43,8,2,No,33,
8,69,6,0,No,60,
4,58,5,1,No,39,
1,62,7,7,No,41,
1,57,6,3,No,35,
1,92,4,6,Yes,67,
1,68,8,1,No,39,
5,62,7,9,Yes,51,
4,72,5,7,Yes,56,
9,91,4,9,No,93,
3,86,7,8,Yes,68,
7,57,9,6,Yes,49,
8,93,9,9,Yes,88,
6,83,5,0,No,72,
1,72,4,1,Yes,44,
8,46,8,8,Yes,41,
3,90,5,9,No,69,
8,67,7,6,No,66,
4,40,4,2,Yes,20,
8,95,9,4,No,92,
1,78,9,0,No,53,
3,73,6,9,Yes,50,
6,78,4,2,Yes,70,
9,58,7,3,Yes,51,
2,70,7,3,No,45,
1,52,6,6,Yes,25,
3,96,7,4,Yes,75,
4,63,4,8,No,45,
5,44,9,6,No,29,
3,62,5,1,No,43,
2,58,9,7,No,38,
2,40,9,1,Yes,16,
7,72,4,6,Yes,61,
9,98,7,4,Yes,95,
2,89,6,9,No,65,
7,95,6,5,Yes,85,
7,72,8,3,No,66,
7,71,6,4,No,61,
3,98,6,4,No,79,
7,67,7,6,Yes,59,
1,76,5,3,No,52,
1,80,5,4,Yes,56,
5,51,7,3,Yes,37,
2,48,6,3,Yes,29,
9,89,4,7,No,84,
7,94,9,4,Yes,87,
4,50,9,8,Yes,36,
4,72,5,4,No,56,
2,58,7,7,Yes,34,
5,93,4,2,No,77,
4,96,6,6,Yes,80,
1,81,7,0,No,59,
8,73,5,4,No,68,
3,46,4,1,No,26,
6,70,4,7,No,57,
4,91,5,5,No,72,
9,41,4,4,Yes,36,
7,58,9,2,Yes,51,
9,77,5,0,Yes,76,
3,71,9,9,Yes,51,
1,49,7,9,No,28,
5,80,8,9,No,69,
3,47,6,9,Yes,30,
6,65,7,7,No,56,
8,69,9,4,Yes,64,
4,50,6,8,No,33,
5,80,6,6,No,67,
5,59,9,0,Yes,45,
4,99,9,0,Yes,84,
4,59,5,6,No,40,
4,48,8,6,Yes,33,
4,47,9,8,Yes,31,
4,99,6,1,Yes,81,
5,54,6,6,Yes,38,
2,73,7,1,No,48,
2,63,8,9,No,39,
9,72,8,9,No,71,
2,80,6,1,No,55,
6,80,8,4,Yes,70,
2,84,7,8,Yes,65,
5,79,5,8,Yes,65,
4,66,6,9,No,49,
7,60,4,0,No,49,
7,44,6,6,No,35,
6,74,6,9,No,62,
5,60,5,9,Yes,48,
1,43,9,2,Yes,18,
3,88,9,9,Yes,70,
9,87,4,9,No,83,
1,55,4,0,No,29,
5,96,4,1,No,79,
2,70,9,5,No,49,
4,65,5,9,No,49,
1,91,8,1,No,63,
3,74,4,1,Yes,50,
7,45,8,3,No,36,
3,72,7,2,No,53,
4,60,5,7,No,39,
2,55,8,7,Yes,32,
3,86,9,5,Yes,69,
9,78,9,3,No,74,
3,73,4,6,Yes,55,
5,81,4,8,Yes,72,
2,96,8,1,Yes,72,
4,99,9,5,No,86,
7,54,8,6,Yes,47,
7,45,7,0,Yes,34,
3,41,5,5,Yes,24,
5,63,9,7,No,51,
1,95,6,6,Yes,73,
1,88,9,1,No,68,
5,67,7,1,Yes,52,
9,40,9,3,No,38,
1,40,7,4,No,11,
1,67,9,4,No,41,
4,75,7,1,No,57,
4,59,4,6,No,41,
2,87,8,7,Yes,62,
9,47,9,1,Yes,48,
9,40,5,3,Yes,37,
2,65,4,2,No,41,
9,90,7,3,No,91,
6,82,5,4,No,73,
8,88,4,5,Yes,82,
4,64,6,1,No,44,
2,49,9,9,No,29,
2,51,9,5,No,32,
9,80,7,8,No,78,
1,46,4,7,Yes,21,
7,51,4,0,No,43,
3,86,7,8,No,69,
3,79,6,9,No,56,
2,56,9,1,No,31,
6,44,8,0,Yes,36,
2,53,6,5,No,30,
4,73,7,0,Yes,56,
9,87,8,5,Yes,87,
9,56,4,1,No,54,
6,74,6,6,No,61,
4,94,6,6,Yes,77,
7,40,9,3,No,30,
1,98,9,1,No,69,
4,89,8,6,Yes,74,
5,89,4,0,Yes,72,
8,75,6,1,Yes,71,
2,54,8,1,Yes,30,
5,99,6,0,Yes,82,
6,58,9,8,Yes,51,
5,90,4,5,No,76,
9,81,4,2,No,76,
1,44,5,5,No,17,
3,58,8,6,No,40,
2,82,9,2,No,63,
3,78,9,3,No,60,
9,44,9,9,No,44,
9,91,7,0,No,87,
2,51,6,5,No,27,
3,58,4,5,Yes,30,
4,86,6,8,Yes,68,
9,51,6,1,No,44,
3,75,7,4,No,53,
7,51,4,4,Yes,40,
3,57,5,6,Yes,36,
7,88,9,4,Yes,79,
7,90,8,9,No,86,
9,87,6,3,Yes,85,
2,82,7,9,Yes,61,
6,73,7,1,Yes,63,
9,87,8,7,No,82,
2,72,8,4,Yes,47,
2,88,4,3,No,66,
5,57,6,8,Yes,48,
8,96,6,1,Yes,90,
9,68,8,2,No,70,
2,84,9,7,Yes,64,
5,44,5,3,Yes,27,
7,64,6,8,Yes,58,
6,63,7,9,No,48,
6,68,9,9,No,57,
7,98,8,9,No,90,
3,77,6,9,Yes,56,
3,72,4,8,No,50,
9,49,8,9,Yes,48,
8,76,7,8,Yes,74,
5,99,4,0,Yes,86,
6,72,8,5,Yes,59,
1,62,8,9,Yes,43,
1,97,6,5,Yes,75,
4,50,4,7,Yes,32,
2,63,8,6,Yes,44,
7,63,9,6,No,54,
2,46,7,1,No,24,
2,89,4,3,Yes,61,
5,60,9,0,No,45,
4,59,6,6,No,44,
8,92,5,3,No,84,
4,49,8,8,Yes,32,
6,64,5,5,No,50,
5,86,8,5,Yes,73,
2,75,9,8,No,52,
8,87,6,7,No,85,
2,86,6,5,No,61,
9,54,6,5,Yes,52,
9,83,6,5,Yes,82,
3,79,4,3,Yes,57,
4,79,4,4,Yes,58,
8,89,8,2,Yes,83,
9,45,4,8,Yes,41,
3,76,8,1,Yes,58,
5,41,4,6,Yes,25,
8,51,4,0,Yes,43,
3,97,4,9,No,74,
7,43,7,6,No,34,
8,62,6,1,Yes,58,
3,52,7,4,No,34,
2,56,4,0,No,30,
7,70,4,4,Yes,62,
9,55,7,3,Yes,52,
1,80,9,0,No,56,
3,65,8,0,Yes,45,
5,67,6,6,No,51,
3,40,8,2,Yes,18,
1,86,9,9,No,64,
7,51,6,8,Yes,38,
7,76,5,8,No,69,
8,94,6,9,No,89,
5,95,8,8,No,81,
5,89,6,0,No,76,
5,59,5,3,Yes,38,
1,41,5,0,No,14,
5,75,4,0,Yes,62,
6,54,5,8,No,39,
1,77,7,4,Yes,51,
7,61,8,0,No,53,
1,83,7,2,Yes,54,
2,89,9,6,No,68,
2,71,7,1,No,53,
5,98,8,3,Yes,86,
7,59,9,1,No,51,
1,75,7,8,No,48,
1,72,7,8,No,50,
1,54,9,6,No,24,
6,89,7,6,Yes,79,
2,85,5,1,No,63,
1,42,8,9,Yes,13,
6,68,8,7,Yes,54,
2,86,8,0,Yes,61,
6,66,7,7,Yes,58,
8,44,5,4,No,35,
2,98,8,3,No,78,
9,95,6,9,Yes,95,
8,70,8,1,No,61,
1,61,4,2,No,32,
7,74,6,9,Yes,66,
6,93,8,1,Yes,83,
6,46,7,3,Yes,35,
6,45,8,2,No,33,
6,65,5,4,Yes,55,
7,93,5,6,Yes,87,
3,40,8,8,No,18,
6,58,7,4,No,45,
3,46,7,7,No,26,
7,75,7,1,No,66,
7,51,8,5,No,44,
8,59,8,7,No,55,
2,62,4,8,No,40,
9,64,5,3,No,61,
5,69,6,3,Yes,54,
9,98,6,6,No,95,
5,68,5,3,Yes,56,
7,70,9,4,No,61,
9,57,4,1,No,53,
4,80,5,1,Yes,60,
2,58,4,9,No,35,
9,93,9,4,Yes,93,
2,43,4,9,No,20,
3,40,7,9,Yes,24,
2,80,5,1,Yes,54,
3,98,6,5,No,78,
6,54,8,5,Yes,45,
3,93,9,7,Yes,77,
8,47,9,0,No,40,
6,54,8,6,No,44,
7,54,5,6,Yes,45,
1,89,8,8,No,66,
3,78,4,3,Yes,57,
3,61,8,6,Yes,42,
2,57,4,5,Yes,34,
7,55,4,3,No,43,
9,41,6,9,No,37,
4,75,8,7,Yes,57,
5,59,6,2,Yes,44,
3,55,8,7,Yes,35,
9,42,4,4,No,36,
4,95,8,3,Yes,82,
5,69,9,2,No,55,
1,94,9,9,Yes,74,
2,41,6,6,Yes,19,
9,74,7,6,Yes,72,
2,65,9,5,Yes,42,
5,96,6,2,No,81,
8,44,7,8,No,38,
3,41,5,1,No,21,
6,90,6,2,No,82,
4,95,9,0,No,80,
7,59,9,6,Yes,51,
3,73,8,1,No,53,
6,73,7,9,No,62,
9,93,9,7,No,91,
1,95,8,8,No,71,
3,94,7,1,Yes,74,
2,59,6,5,Yes,40,
8,89,6,0,Yes,83,
7,64,8,7,No,58,
2,59,6,4,Yes,38,
6,64,8,8,Yes,56,
3,92,4,2,No,73,
8,53,7,1,No,46,
3,99,8,6,No,82,
9,86,7,6,Yes,88,
1,83,4,9,No,56,
5,82,7,4,Yes,68,
3,82,8,6,Yes,63,
6,78,6,5,Yes,71,
2,51,7,8,Yes,27,
9,87,7,2,Yes,85,
6,44,9,3,No,34,
7,41,9,8,Yes,33,
5,93,4,9,Yes,77,
9,55,5,7,Yes,50,
1,94,6,9,Yes,69,
5,69,8,5,Yes,55,
6,86,4,2,No,76,
7,82,8,8,Yes,74,
4,77,8,8,Yes,61,
1,84,7,5,Yes,60,
8,90,4,1,Yes,84,
4,81,4,6,No,56,
3,63,9,8,Yes,43,
7,90,6,8,Yes,82,
2,69,5,2,Yes,43,
8,76,8,1,Yes,73,
6,96,6,4,No,81,
7,98,9,9,No,94,
5,92,6,6,No,74,
9,78,8,2,Yes,76,
5,50,7,3,No,38,
5,53,7,9,No,38,
3,62,8,1,No,42,
1,92,9,9,No,71,
2,55,9,1,No,34,
8,89,4,6,Yes,84,
1,60,5,1,No,32,
7,94,7,0,No,85,
5,94,5,3,No,76,
3,43,6,5,Yes,21,
7,72,6,9,Yes,65,
9,93,8,9,No,92,
2,86,8,3,Yes,69,
8,53,8,0,Yes,49,
9,58,9,0,No,54,
3,98,7,8,Yes,81,
2,44,5,0,No,15,
7,75,6,6,No,66,
5,70,5,6,No,56,
5,84,7,0,Yes,71,
5,57,5,0,No,40,
4,83,5,5,No,66,
5,70,9,7,Yes,57,
4,94,8,6,No,79,
6,69,9,5,Yes,57,
4,60,9,9,Yes,43,
2,86,5,2,No,65,
9,69,5,6,Yes,66,
2,94,9,5,No,74,
9,80,5,7,Yes,76,
6,43,9,3,Yes,30,
9,44,4,8,Yes,39,
9,80,9,0,Yes,79,
3,84,6,6,No,60,
1,49,6,8,No,24,
1,66,5,9,Yes,42,
3,55,9,0,No,33,
5,69,9,9,No,57,
3,52,8,2,No,32,
9,75,8,6,No,71,
9,60,8,8,No,58,
3,84,9,0,No,64,
3,92,9,5,No,72,
5,79,6,1,Yes,64,
2,84,7,4,No,61,
6,54,5,6,Yes,43,
7,59,6,6,Yes,54,
9,59,8,9,Yes,56,
6,84,6,6,No,75,
3,94,6,3,No,72,
5,98,6,5,Yes,84,
4,44,8,9,Yes,30,
5,93,7,5,No,80,
8,93,4,6,No,82,
8,99,5,8,No,96,
6,71,5,5,Yes,60,
1,45,6,9,Yes,19,
8,69,7,0,No,62,
8,65,8,7,No,61,
2,76,4,1,Yes,53,
4,52,4,2,No,34,
2,68,6,4,No,43,
4,44,6,5,Yes,27,
7,64,8,6,Yes,55,
9,52,8,3,Yes,51,
8,63,9,2,Yes,58,
9,70,8,8,No,69,
8,59,6,3,Yes,52,
2,94,7,8,No,72,
7,47,6,8,No,38,
2,99,6,2,No,73,
2,48,4,2,Yes,26,
4,60,8,7,Yes,46,
1,90,5,0,No,60,
5,59,8,5,No,43,
6,54,9,5,Yes,43,
9,65,7,8,No,65,
8,93,7,1,No,89,
2,81,8,7,No,60,
1,50,8,6,No,22,
2,76,6,1,No,53,
7,80,5,0,No,70,
4,50,6,3,No,31,
5,66,4,1,No,52,
7,69,4,2,Yes,59,
3,58,7,1,Yes,40,
2,73,7,8,No,50,
7,77,5,3,No,66,
5,62,7,0,Yes,45,
1,92,9,7,Yes,69,
1,40,4,3,Yes,13,
9,42,5,9,No,37,
5,42,4,7,Yes,25,
1,67,8,7,Yes,45,
7,53,8,8,No,47,
9,91,5,9,Yes,93,
1,69,6,6,No,40,
4,97,9,3,Yes,85,
3,93,9,1,Yes,73,
5,44,7,5,Yes,27,
7,88,5,3,Yes,80,
8,54,9,5,Yes,46,
2,77,7,7,No,57,
7,53,4,2,No,43,
1,53,6,0,Yes,25,
7,96,7,4,No,90,
8,98,8,2,Yes,93,
2,88,8,5,Yes,67,
9,47,4,2,Yes,44,
1,47,5,0,Yes,18,
6,58,7,8,Yes,46,
1,71,4,4,No,44,
3,70,8,1,No,47,
6,68,8,1,No,55,
3,80,8,8,No,59,
8,50,6,0,Yes,42,
5,84,6,9,No,69,
2,52,8,2,Yes,29,
4,66,9,9,Yes,53,
9,95,5,6,No,90,
4,58,6,0,No,40,
8,65,7,1,Yes,55,
5,92,6,5,Yes,78,
1,90,7,8,Yes,64,
7,76,6,8,No,68,
3,87,8,7,Yes,68,
8,48,7,2,Yes,44,
3,67,5,1,Yes,45,
1,71,6,0,Yes,47,
5,91,6,8,No,73,
2,93,8,4,No,71,
4,42,7,2,Yes,25,
1,90,9,9,No,65,
9,71,8,9,Yes,70,
6,44,7,4,No,33,
8,47,6,2,No,42,
4,53,6,8,No,35,
9,95,6,0,No,90,
2,42,6,0,Yes,17,
9,63,4,2,Yes,59,
5,52,6,5,Yes,36,
6,82,6,1,No,71,
3,68,9,0,No,45,
4,47,9,7,Yes,31,
6,90,7,9,No,77,
7,81,6,8,No,73,
1,70,6,9,Yes,47,
7,65,7,0,No,56,
1,57,6,2,Yes,30,
5,97,6,4,No,84,
6,57,8,6,Yes,41,
2,96,4,9,No,73,
9,46,7,3,No,41,
6,87,8,5,No,77,
7,77,9,0,No,63,
8,87,5,3,No,79,
1,55,5,7,Yes,28,
8,94,9,4,No,91,
4,95,4,7,Yes,76,
8,99,5,0,Yes,92,
6,72,4,9,Yes,61,
9,95,5,8,No,92,
4,90,5,3,Yes,72,
2,42,8,8,No,20,
2,77,5,7,No,54,
5,43,9,7,No,35,
9,75,4,1,Yes,67,
3,43,6,2,No,20,
8,81,6,9,No,76,
4,48,6,8,No,33,
6,79,4,2,Yes,68,
6,90,4,7,Yes,81,
3,56,6,4,Yes,36,
5,56,9,6,Yes,46,
3,72,5,3,No,50,
1,59,6,7,Yes,36,
7,53,7,3,No,44,
4,61,4,4,Yes,43,
7,91,7,0,No,79,
3,66,7,9,Yes,44,
5,82,4,7,Yes,67,
5,42,6,6,Yes,27,
2,63,9,4,No,39,
2,69,8,5,No,49,
4,47,7,0,Yes,28,
4,61,6,7,Yes,46,
4,64,8,8,Yes,48,
6,99,7,4,Yes,90,
2,49,6,9,Yes,24,
6,88,7,6,Yes,75,
7,68,6,9,No,61,
3,79,9,3,No,62,
8,93,5,5,No,87,
2,40,5,1,No,13,
8,91,4,3,No,85,
5,60,8,4,No,47,
2,78,7,8,Yes,54,
7,63,7,8,Yes,57,
2,48,6,7,Yes,26,
6,99,8,3,Yes,89,
3,83,7,5,Yes,61,
9,93,8,6,No,93,
3,65,8,0,No,43,
3,48,5,0,No,24,
5,59,7,3,No,45,
7,95,7,2,No,86,
8,74,4,9,Yes,65,
7,75,8,3,No,70,
9,81,6,8,No,79,
5,75,5,1,No,59,
3,93,4,3,Yes,72,
6,48,5,6,Yes,36,
5,61,6,1,Yes,46,
4,40,4,7,Yes,24,
2,44,5,9,Yes,25,
7,48,6,3,Yes,38,
5,76,9,8,No,65,
4,77,4,0,No,59,
8,58,6,6,No,53,
9,47,4,0,Yes,45,
9,81,7,9,Yes,82,
3,82,7,8,Yes,64,
3,71,5,9,Yes,50,
5,52,8,9,No,39,
5,59,9,0,Yes,43,
2,75,8,2,Yes,54,
1,82,6,6,Yes,58,
8,83,4,0,Yes,73,
3,76,7,4,Yes,56,
1,69,8,5,No,42,
1,49,7,2,Yes,25,
2,70,9,5,Yes,48,
6,64,6,3,No,49,
6,68,9,5,Yes,59,
3,63,9,5,Yes,45,
4,78,6,3,No,60,
2,60,4,0,No,32,
2,80,9,2,No,59,
7,48,8,9,No,40,
1,81,6,6,No,55,
7,81,6,1,No,69,
1,41,7,3,No,12,
6,43,5,5,No,39,
3,47,9,4,No,25,
8,71,8,5,No,62,
6,53,4,4,Yes,40,
2,88,9,8,No,67,
8,52,4,1,No,42,
5,60,7,3,No,44,
8,63,9,0,No,57,
8,89,4,6,No,83,
6,57,9,0,Yes,43,
2,84,6,5,Yes,61,
